City_ID,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,sosnogorsk,63.6023,53.8817,17.17,81,69,2.43,RU,1690041108
361,dazuocun,24.8862,118.9643,27.21,91,100,5.34,CN,1690041108
362,gamboula,4.1178,15.1393,25.33,87,86,1.77,CF,1690041109
363,motygino,58.1831,94.7592,22.23,63,58,1.34,RU,1690041109
364,kilindoni,-7.9139,39.6668,25.28,80,21,6.13,TZ,1690041109
365,abu zabad,12.35,29.25,31.4,47,98,3.91,SD,1690041109
366,vorgashor,67.5833,63.95,19.26,83,100,2.81,RU,1690041110
367,braganca,-1.0536,-46.7656,31.92,46,36,2.36,BR,1690041110
368,inirida,3.8653,-67.9239,23.55,97,99,1.26,CO,1690041110
369,xilin hot,43.9667,116.0333,17.11,89,100,1.9,CN,1690041110
370,new norfolk,-42.7826,147.0587,8.73,94,92,1.25,AU,1690041110
371,banjar,-8.19,114.9675,22.27,83,78,3.05,ID,1690041110
372,linganore,39.4404,-77.208,27.19,54,0,2.57,US,1690041111
373,quellon,-43.1167,-73.6167,6.14,81,20,4.12,CL,1690041111
374,churachandpur,24.3333,93.6667,21.32,97,98,0.75,IN,1690041111
375,axim,4.8699,-2.2405,25.92,76,98,5.13,GH,1690041111
376,bodden town,19.2833,-81.25,33.0,66,40,5.14,KY,1690041111
377,mao,39.8885,4.2658,27.31,65,20,6.17,ES,1690041111
378,teluk nibung,3.001,99.8164,26.29,86,91,1.55,ID,1690041111
379,sukhobezvodnoye,57.0491,44.8891,17.83,66,80,2.84,RU,1690041112
380,elorrio,43.1283,-2.5368,30.46,69,9,3.49,ES,1690041112
381,west bay,19.3667,-81.4167,33.04,77,40,5.14,KY,1690041112
382,gasa,31.5,34.4667,32.71,65,0,4.19,PS,1690041112
383,urangan,-25.3,152.9,15.43,72,0,3.72,AU,1690041112
384,priozersk,61.0393,30.1291,19.49,45,100,3.28,RU,1690041112
385,vila franca do campo,37.7167,-25.4333,23.23,64,33,1.79,PT,1690041113
386,usinsk,65.9939,57.5281,16.61,94,100,2.31,RU,1690041113
387,langon,44.5,-0.3333,28.77,33,0,3.08,FR,1690041113
388,lander,42.833,-108.7307,25.09,46,0,2.06,US,1690040824
389,ponoka,52.6768,-113.5815,21.61,80,57,1.17,CA,1690040974
390,broken hill,-31.95,141.4333,9.68,63,96,4.17,AU,1690041113
391,karkira,36.9292,6.5856,32.56,57,73,3.1,DZ,1690041113
392,amqui,48.4638,-67.4313,21.18,90,99,2.46,CA,1690041113
393,al jawf,29.5,38.75,37.63,9,2,2.08,SA,1690041114
394,vilyuchinsk,52.9306,158.4028,14.15,87,65,3.65,RU,1690041114
395,rukungiri,-0.8411,29.9419,23.81,33,40,1.57,UG,1690041114
396,lagunas,-5.2269,-75.6753,33.75,40,17,0.34,PE,1690041114
397,pangody,65.85,74.4859,21.52,65,81,1.23,RU,1690041114
398,guarapari,-20.6667,-40.4975,22.16,68,13,2.77,BR,1690041114
399,north battleford,52.7834,-108.2847,21.89,77,0,1.03,CA,1690041115
400,umluj,25.0213,37.2685,32.15,58,82,2.92,SA,1690041115
401,zambezi,-13.5432,23.1047,28.04,21,12,3.04,ZM,1690041115
402,zubtsov,56.1753,34.5894,19.1,60,98,2.78,RU,1690041115
403,puerto cabezas,14.0351,-83.3888,29.98,84,40,5.14,NI,1690041115
404,luau,-10.7073,22.2247,29.13,19,19,2.15,AO,1690041115
405,saudarkrokur,65.7461,-19.6394,10.92,72,78,3.1,IS,1690041116
406,babolsar,36.7025,52.6576,29.18,72,24,4.03,IR,1690041116
407,callao,-12.0667,-77.15,23.73,68,100,3.09,PE,1690041116
408,zywiec,49.6853,19.1924,23.81,57,97,2.22,PL,1690041116
409,ushtobe,45.2514,77.9838,28.32,22,1,4.76,KZ,1690041116
410,smara,26.7384,-11.6719,33.59,29,0,10.46,EH,1690041116
411,parkano,62.0167,23.0167,19.07,51,100,3.99,FI,1690041116
412,la paz,-16.5,-68.15,16.43,17,0,2.06,BO,1690040986
413,staryye ozinki,51.1786,49.6769,21.86,55,98,4.01,RU,1690041117
414,guerrero negro,27.9769,-114.0611,21.98,68,9,5.06,MX,1690041004
415,bayganin,48.6947,55.8742,29.01,27,73,5.87,KZ,1690041117
416,tocopilla,-22.092,-70.1979,21.06,64,15,4.6,CL,1690041117
417,erdenet,49.0333,104.0833,11.17,93,45,1.22,MN,1690041117
418,carbonear,47.7332,-53.2148,27.91,87,71,5.08,CA,1690041117
419,nalut,30.3333,10.85,40.18,7,0,8.45,LY,1690041118
420,rio grande,-32.035,-52.0986,27.06,81,100,7.2,BR,1690041118
421,la gi,10.6667,107.7833,25.53,89,100,3.04,VN,1690041118
422,mpika,-11.8343,31.4529,16.47,57,3,1.51,ZM,1690041118
423,lebu,-37.6167,-73.65,11.54,81,35,3.59,CL,1690040917
424,juan griego,11.0817,-63.9655,30.15,66,100,6.57,VE,1690041118
425,kratie,12.4881,106.0188,24.54,94,100,2.5,KH,1690041118
426,owando,-0.4819,15.8999,34.38,33,78,1.33,CG,1690041119
427,impfondo,1.6381,18.0667,30.22,55,92,1.02,CG,1690040827
428,gao,16.6362,1.637,39.19,20,4,5.19,ML,1690041119
429,sitka,57.0531,-135.33,14.94,88,100,0.0,US,1690041119
430,taro,-8.3862,115.28,22.0,86,83,1.77,ID,1690041119
431,pesqueira,-8.3578,-36.6964,24.89,56,84,6.97,BR,1690041119
432,vila velha,-20.3297,-40.2925,22.19,81,75,6.17,BR,1690041120
433,orda,57.1951,56.9091,15.01,93,85,3.41,RU,1690041120
434,flying fish cove,-10.4217,105.6791,24.82,88,100,5.14,CX,1690041120
435,sidi ifni,29.3797,-10.173,29.86,73,8,4.88,MA,1690041120
436,patterson,37.4716,-121.1297,27.81,12,59,2.05,US,1690041120
437,plettenberg bay,-34.0527,23.3716,12.55,74,47,1.62,ZA,1690041120
438,harnosand,62.6323,17.9379,19.01,80,100,2.75,SE,1690041120
439,margate,51.3813,1.3862,16.06,90,100,4.47,GB,1690041121
440,timbuktu,16.7735,-3.0074,39.61,23,52,2.02,ML,1690041121
441,pedernales,18.0384,-71.744,31.42,58,6,2.09,DO,1690041121
442,mastic beach,40.7668,-72.8521,27.28,65,0,4.63,US,1690041121
443,uyuni,-20.4597,-66.825,11.43,17,0,3.31,BO,1690041122
444,cova figueira,14.8905,-24.2934,24.39,76,6,7.22,CV,1690041122
445,zyryanskoye,56.8306,86.6258,18.16,93,71,2.91,RU,1690041122
446,neryungri,56.6709,124.6491,12.77,86,7,0.88,RU,1690041122
447,kharp,66.8014,65.8081,19.41,82,100,3.1,RU,1690041122
448,san julian,21.0167,-102.1667,22.25,47,58,3.06,MX,1690041122
449,sukhodol,53.9006,51.2117,20.85,45,80,3.47,RU,1690041123
450,khenifra,32.9333,-5.6667,38.98,11,89,4.26,MA,1690041123
451,wewak,-3.5534,143.6268,26.19,85,75,1.17,PG,1690041123
452,kolonia town,6.964,158.206,25.0,88,100,0.0,FM,1690041123
453,guiuan,11.0333,125.7247,27.56,81,100,9.9,PH,1690041123
454,ndele,8.4109,20.6473,25.13,77,98,1.43,CF,1690041123
455,kolwezi,-10.7148,25.4667,23.75,28,49,2.98,CD,1690041124
456,morelos,18.75,-99.0,23.47,71,92,0.96,MX,1690041124
457,vasco da gama,15.3959,73.8157,26.24,89,100,8.97,IN,1690041124
458,bartlesville,36.7473,-95.9808,27.19,66,0,0.89,US,1690041028
459,mufulira,-12.5498,28.2407,21.69,35,11,2.06,ZM,1690041124
460,ixtapa,20.7,-105.2,32.35,70,100,4.63,MX,1690041124
461,lazaro cardenas,17.9583,-102.2,27.03,76,100,2.32,MX,1690041124
462,surovikino,48.6078,42.8486,25.8,39,98,3.32,RU,1690041125
463,kiunga,-6.1219,141.2906,22.6,97,100,0.87,PG,1690041125
464,aoulef,26.9667,1.0833,45.56,5,0,3.25,DZ,1690041125
465,fairbanks,64.8378,-147.7164,21.07,69,0,1.54,US,1690040534
466,bathsheba,13.2167,-59.5167,30.34,74,20,5.66,BB,1690041125
467,vanimo,-2.6741,141.3028,25.61,87,75,0.57,PG,1690041125
468,lluta,-16.0147,-72.0142,18.93,12,0,3.51,PE,1690041126
469,wad rawah,15.1603,33.1397,38.43,26,95,5.18,SD,1690041126
470,port saint john's,-31.6229,29.5448,19.47,72,72,3.27,ZA,1690041126
471,ust-nera,64.5667,143.2,10.96,93,100,2.11,RU,1690041126
472,chernyshevskiy,63.0128,112.4714,18.34,63,19,1.22,RU,1690041127
473,la foa,-21.7108,165.8276,18.51,71,66,4.07,NC,1690041128
474,celestun,20.8667,-90.4,30.78,64,63,1.84,MX,1690041128
475,fada,9.5667,8.3,24.75,85,83,2.38,NG,1690041128
476,ra-ngae,6.2968,101.7284,24.24,94,96,1.53,TH,1690041128
477,newton,42.337,-71.2092,27.22,74,75,2.06,US,1690041128
478,east ballina,-28.8667,153.5833,8.22,85,75,4.76,AU,1690041129
479,toliara,-23.35,43.6667,20.63,80,0,4.19,MG,1690041129
480,carauari,-4.8828,-66.8958,34.08,33,2,1.77,BR,1690041129
481,bereket,39.2446,55.5154,37.66,12,0,4.82,TM,1690041129
482,kingston,17.997,-76.7936,33.47,71,75,5.14,JM,1690041053
483,corner brook,48.9667,-57.9484,26.09,84,96,4.77,CA,1690041130
484,qarqaraly,49.4058,75.4742,17.59,37,0,2.33,KZ,1690041130
485,nizhneudinsk,54.9076,99.0276,15.76,73,39,1.62,RU,1690041130
486,ayr,55.4627,-4.6339,16.99,88,75,4.63,GB,1690041131
487,fort wellington,6.4,-57.6,29.94,63,6,4.2,GY,1690041131
488,bubaque,11.2833,-15.8333,27.53,77,26,5.85,GW,1690041131
489,northam,51.0333,-4.2167,17.99,97,100,9.44,GB,1690041131
490,riosucio,5.4216,-75.7032,21.71,49,67,0.29,CO,1690041131
491,saint-pierre,-21.3393,55.4781,21.82,73,100,3.6,RE,1690041132
492,kabwe,-14.4469,28.4464,20.79,42,0,3.37,ZM,1690041132
493,nagykanizsa,46.4535,16.991,24.77,75,72,2.05,HU,1690041132
494,venado tuerto,-33.7456,-61.9688,20.98,63,100,6.81,AR,1690041132
495,magadan,59.5667,150.8,13.63,97,100,1.21,RU,1690040965
496,kasane,-17.8167,25.15,27.05,21,0,4.12,BW,1690041133
497,santa cruz,-17.8,-63.1667,29.03,54,20,12.35,BO,1690041133
498,cockburn town,21.4612,-71.1419,28.51,72,81,5.24,TC,1690041133
499,orosei,40.3798,9.6929,30.88,61,67,3.02,IT,1690041133
500,villa de reyes,21.8,-100.9333,20.12,64,86,2.21,MX,1690041133
501,barcelos,41.5388,-8.6151,31.06,51,45,6.0,PT,1690041134
502,kholmsk,47.0511,142.0569,17.04,96,100,3.89,RU,1690041134
503,port shepstone,-30.7414,30.455,19.22,72,12,5.6,ZA,1690041134
504,cambria,35.5641,-121.0808,20.41,54,6,1.72,US,1690041134
505,angaur state,6.906,134.13,27.66,80,79,4.66,PW,1690041134
506,pamekasan,-7.1568,113.4746,25.53,79,76,3.07,ID,1690041135
507,bonthe,7.5264,-12.505,26.61,81,80,5.56,SL,1690041135
508,manaure,11.7751,-72.4445,32.12,56,23,10.0,CO,1690041135
509,mount isa,-20.7333,139.5,10.87,54,0,3.6,AU,1690041135
510,pyhajarvi,67.0701,27.2176,17.26,68,95,2.15,FI,1690041135
511,strathalbyn,-35.2667,138.9,9.94,98,83,3.69,AU,1690041135
512,mount pearl,47.5166,-52.7813,27.19,69,20,6.17,CA,1690041136
513,afua,-0.1567,-50.3867,31.99,47,35,3.0,BR,1690041136
514,augusta,48.3667,10.8833,25.18,41,0,5.14,DE,1690040991
515,gracemere,-23.4333,150.45,9.95,81,0,1.54,AU,1690041136
516,itapeva,-23.9822,-48.8756,23.41,48,0,2.55,BR,1690041136
517,polyarnyy,69.1989,33.4478,10.06,82,87,7.52,RU,1690041137
518,barah,13.7,30.3667,34.19,37,100,5.08,SD,1690041137
519,port sudan,19.6175,37.2164,34.22,45,4,4.99,SD,1690041137
520,igarka,67.4667,86.5833,17.99,90,60,3.7,RU,1690041137
521,aswan,24.0934,32.907,41.61,8,0,5.14,EG,1690041137
522,itamaraju,-17.0392,-39.5311,23.82,73,89,3.56,BR,1690041137
523,sirte,31.2089,16.5887,31.21,52,0,5.93,LY,1690041137
524,dame-marie,18.5667,-74.4167,30.12,67,25,2.22,HT,1690041138
525,camana,-16.6228,-72.7111,19.26,75,1,4.79,PE,1690041138
526,beau vallon,-20.4189,57.6953,23.45,78,40,6.69,MU,1690041138
527,madera,37.1666,-119.8343,35.25,34,81,1.5,US,1690041138
528,ciudad bolivar,8.1222,-63.5497,33.25,48,39,3.28,VE,1690040579
529,sabang,5.8933,95.3214,28.74,75,100,9.61,ID,1690041139
530,villa gesell,-37.2639,-56.973,14.47,95,100,7.18,AR,1690041139
531,baliton,5.7436,125.2364,26.33,84,100,3.2,PH,1690041139
532,nanyang,32.9947,112.5328,26.89,86,0,1.96,CN,1690041123
533,posto fiscal rolim de moura,-13.0833,-62.2667,33.95,19,0,2.2,BR,1690041139
534,ilomantsi,62.6716,30.9328,14.27,98,100,2.99,FI,1690041140
535,palkonda,18.6,83.75,27.63,87,100,0.13,IN,1690041140
536,porto real,-22.4197,-44.2903,25.3,41,0,1.59,BR,1690041140
537,mahibadhoo,3.7833,72.9667,28.7,74,40,3.55,MV,1690041140
538,ketchikan,55.3422,-131.6461,16.26,94,100,0.0,US,1690041140
539,el granada,37.5027,-122.4694,23.34,81,100,3.09,US,1690041140
540,pacific grove,36.6177,-121.9166,13.06,91,40,3.13,US,1690041140
541,okha,53.5739,142.9478,14.04,88,11,4.25,RU,1690041141
542,matoury,4.8483,-52.3317,30.98,62,40,3.09,GF,1690041141
543,pangai,-19.8,-174.35,23.07,81,8,2.75,TO,1690041141
544,mogadishu,2.0371,45.3438,25.93,83,75,4.12,SO,1690040952
545,lagodekhi,41.8268,46.2767,32.5,57,0,1.64,GE,1690041141
546,bantay,17.5847,120.3892,28.87,76,18,0.71,PH,1690041141
547,ebon,4.582,168.6964,27.48,78,100,4.35,MH,1690041141
